SRY,Xmap,Ymap,XH,XYratio
SampleBaseModel_224,0.04933974592893864,0.013306907581093274,0.612086,3.707829608664417
SampleBaseModel_225,0.04949156277841875,0.013286027312362121,0.559801,3.7250836246865764
SampleBaseModel_226,0.04921677972068003,0.014126040225133111,0.559441,3.4841172003116148
SampleBaseModel_227,0.049010997201472374,0.014016391193698553,0.622184,3.4966915894518262
SampleBaseModel_228,0.048749944024068965,0.013835912149164421,0.645021,3.52343549875843
SampleBaseModel_229,0.048941455049130556,0.014010808879949765,0.651227,3.4931213085897173
SampleBaseModel_230,0.04905261832629018,0.01423654299970521,0.65163,3.4455428067969796
SampleBaseModel_231,0.04880331750378568,0.013963737187670248,0.619832,3.495004012742249
SampleBaseModel_232,0.04904100443367461,0.014132330973664106,0.590395,3.470128496499519
SampleBaseModel_233,0.04912424157805859,0.014042155273253476,0.542987,3.498340576793581
SampleBaseModel_234,0.09686416328225438,0.0020145472787128347,0.641634,48.08234798249278
SampleBaseModel_235,0.09638415373881097,0.002015109388450466,0.68272,47.83073032721381
SampleBaseModel_236,0.09610954160518377,0.0020346752375816728,0.692961,47.23581426164867
SampleBaseModel_237,0.09649232087429196,0.002031585380330705,0.697986,47.496069723924066
SampleBaseModel_238,0.09664540998473668,0.0020488105430620388,0.706335,47.17147239993006
SampleBaseModel_239,0.0961804558291472,0.002049686821655336,0.683812,46.92446417324937
SampleBaseModel_240,0.09648728009796752,0.0020550722573644364,0.669622,46.95079686478242
SampleBaseModel_241,0.09675326414331716,0.002036456879678234,0.628609,47.510588173418355
SampleBaseModel_242,0.09342658025713321,0.0019535760581240623,0.652653,47.82336467966692
SampleBaseModel_243,0.09316057843954678,0.0019484899939199254,0.687779,47.81167916193841
SampleBaseModel_244,0.09251446459907008,0.0019511624877183626,0.70444,47.41504881392734
SampleBaseModel_245,0.09298400939927293,0.001957691080202937,0.70651,47.49677328541237
SampleBaseModel_246,0.09327596820054317,0.0019726662517385845,0.717859,47.28421146675753
SampleBaseModel_247,0.09269407002394295,0.001960339851814176,0.694003,47.28469399740061
SampleBaseModel_248,0.093161367897302,0.0019785321951770866,0.679095,47.086101567815874
SampleBaseModel_249,0.09339992553756998,0.0019581604072888446,0.650663,47.6977908397638
SampleBaseModel_250,0.048842804907740456,0.014087992517433595,0.591534,3.4669811789932816
SampleBaseModel_251,0.04872529491343369,0.014050066524742921,0.65995,3.4679761001576637
SampleBaseModel_252,0.04836738082588613,0.013837808617663117,0.679016,3.495306385734236
SampleBaseModel_253,0.048693255050409175,0.013993129263705191,0.68131,3.4797974157723077
SampleBaseModel_254,0.04876617894964466,0.014166972739890215,0.685072,3.442244143827058
SampleBaseModel_255,0.048562818235913005,0.013965562564949676,0.657715,3.4773263167925954
SampleBaseModel_256,0.048702100317956507,0.01417018676528575,0.630703,3.4369413138059235
SampleBaseModel_257,0.04879556883903771,0.014033031525097689,0.581095,3.4771937020000405
SampleBaseModel_258,0.09386964321613456,0.0018071992455842758,0.608932,51.94205533534631
SampleBaseModel_259,0.09346084797218905,0.0018127962982780541,0.642729,51.55617763615581
SampleBaseModel_260,0.09290728713399547,0.0018098449141085663,0.65017,51.33439136676342
SampleBaseModel_261,0.09349061263418434,0.0017992515128873638,0.649209,51.96083591679437
SampleBaseModel_262,0.0936180653649008,0.001832085818252415,0.649451,51.09917037303468
SampleBaseModel_263,0.09308158450905503,0.0018181087578105725,0.63886,51.196928736621345
SampleBaseModel_264,0.09364222099289292,0.0018129952035483368,0.625886,51.650561904201034
SampleBaseModel_265,0.09376734457927727,0.0018289579533170375,0.602676,51.2681794620914
SampleBaseModel_266,0.09459528527292313,0.0019588280146643797,0.611192,48.29177679957311
SampleBaseModel_267,0.09424469783572313,0.0019604712620848812,0.718688,48.07247097083062
SampleBaseModel_268,0.09379001802403598,0.0019827511939671206,0.729233,47.30296887950898
SampleBaseModel_269,0.09415854664979983,0.0019641273959724336,0.651742,47.939123929984305
SampleBaseModel_270,0.09445703757661371,0.001948931409151642,0.651664,48.46606562605007
SampleBaseModel_271,0.09392745008390373,0.0019709102137579326,0.638757,47.65688940482598
SampleBaseModel_272,0.09434432348527523,0.0019873584705360514,0.624985,47.47222249231549
SampleBaseModel_273,0.09448157283253615,0.0019775202150609968,0.603895,47.7778037933341
SampleBaseModel_274,0.0932178050625281,0.0021006319121784347,0.589966,44.37607775169792
SampleBaseModel_275,0.09279052579036148,0.0021296799259771185,0.626242,43.57017439969917
SampleBaseModel_276,0.09240123840470355,0.0021470910925453003,0.639127,43.03554643094586
SampleBaseModel_277,0.09290402358992048,0.002102891197341151,0.642294,44.17918706749368
SampleBaseModel_278,0.09308356876873472,0.0021355399349243603,0.650083,43.58783802000485
SampleBaseModel_279,0.09259077397285483,0.002130366850217281,0.628115,43.46236140663345
SampleBaseModel_280,0.09285873858634398,0.002120951455126232,0.614989,43.78164260285597
SampleBaseModel_281,0.09311381975936438,0.0021260463520214237,0.585609,43.796702584039465
SampleBaseModel_282,0.04905335081040389,0.014106319727064819,0.625522,3.477402452199394
SampleBaseModel_283,0.0488328964345167,0.013950760577464104,0.686928,3.500375206309597
SampleBaseModel_284,0.04854159757652461,0.013822625117727763,0.701651,3.5117495528594747
SampleBaseModel_285,0.04882420400868078,0.014015892369715484,0.70791,3.483488794061843
SampleBaseModel_286,0.04884446476275151,0.014158948258895826,0.710836,3.4497240804636293
SampleBaseModel_287,0.04873141063404795,0.013979266668753387,0.682341,3.4859776116134147
SampleBaseModel_288,0.04889825510036856,0.014095540194010046,0.657315,3.4690586119677813
SampleBaseModel_289,0.0489220931573246,0.013999738000351708,0.608533,3.494500622518476
SampleBaseModel_290,0.04993220113806565,0.015276784370673497,0.580487,3.268502056880464
SampleBaseModel_291,0.04986657627279033,0.015123766440873394,0.650822,3.297232634988414
SampleBaseModel_292,0.04957333509694146,0.014893857993942832,0.664607,3.3284415036790596
SampleBaseModel_293,0.04966842069192509,0.015154520619410795,0.666027,3.277465644693959
SampleBaseModel_294,0.049787416147782204,0.015348133602662888,0.671325,3.243874300074123
SampleBaseModel_295,0.04957457991073959,0.015084763614012047,0.636752,3.286400846526384
SampleBaseModel_296,0.04969298184407045,0.015316680282166397,0.60848,3.244370250512395
SampleBaseModel_297,0.0498741438566364,0.015220788286280916,0.562015,3.276712277877874
SampleBaseModel_298,0.04888578987627233,0.015385466410199061,0.569097,3.1774005787608646
SampleBaseModel_299,0.04878839486025057,0.015276422165046847,0.638483,3.193705589773543
SampleBaseModel_300,0.04845918664893,0.015041941949790765,0.656447,3.2216044185441146
SampleBaseModel_301,0.04876520847987435,0.015364359809918184,0.657287,3.1739173700159546
SampleBaseModel_302,0.04880001340045033,0.015528968912578612,0.666524,3.142514720402451
SampleBaseModel_303,0.04858591444293779,0.015280946566205007,0.633837,3.179509478188301
SampleBaseModel_304,0.048760694637671985,0.0154936162884762,0.60388,3.147147427030259
SampleBaseModel_305,0.04880244969639423,0.015367951437982207,0.554361,3.1755989009555288
SampleBaseModel_306,0.095336299932438,0.0017657960675502116,0.649352,53.99054946628318
SampleBaseModel_307,0.09495351960583101,0.0017605643892314167,0.683193,53.93356822767696
SampleBaseModel_308,0.09444238855652196,0.0017915781401696865,0.695112,52.71463545964956
SampleBaseModel_309,0.09494155466549753,0.0017861978941831602,0.699844,53.15287571140873
SampleBaseModel_310,0.09502793456365027,0.0018063322265391248,0.712919,52.608226309354386
SampleBaseModel_311,0.09468166653746331,0.0018117879409764411,0.686738,52.258691205569995
SampleBaseModel_312,0.0949972593513078,0.0017913301421302026,0.672915,53.03168696661329
SampleBaseModel_313,0.09512617023953021,0.001780062603979406,0.635156,53.43978915509578
SampleBaseModel_314,0.049909062963692435,0.013765500100549173,0.575417,3.6256628963085267
SampleBaseModel_315,0.04975955868058663,0.01367561088710971,0.648779,3.638562042408559
SampleBaseModel_316,0.04961147859033804,0.013536616719251545,0.663078,3.6649836232550963
SampleBaseModel_317,0.049727515193131795,0.013700913241286292,0.665372,3.629503692008139
SampleBaseModel_318,0.0497714334353228,0.013849258060303217,0.670482,3.5937978206922883
SampleBaseModel_319,0.04949338321089512,0.013645605426660525,0.635925,3.6270565990568575
SampleBaseModel_320,0.04976108368534228,0.013823158057150484,0.604943,3.5998346745085303
SampleBaseModel_321,0.04978880090697981,0.013797592303636266,0.559297,3.608513703790066
SampleBaseModel_322,0.04829835751264145,0.014305094367092423,0.954973,3.376304711680019
SampleBaseModel_323,0.049318466778905765,0.01396753362847714,0.541594,3.530935961260534
SampleBaseModel_324,0.04909720242876381,0.013968078701966471,0.617837,3.5149574595289
SampleBaseModel_325,0.04887961386063603,0.013786209426293826,0.633712,3.545544126684316
SampleBaseModel_326,0.04910789421024545,0.013966516109192799,0.6359,3.51611624733834
SampleBaseModel_327,0.04920222397052104,0.01410468513485911,0.639475,3.488360321416882
